0.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.235987755982988157e-01,-1.570796326794896558e+00,-5.235987755982988157e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.559795484901362307e-03,-1.001266875349669627e+00,9.952522831415119287e-01,5.559795484901386593e-03,5.051513783784037370e-01,-1.561934557174152305e+00,-5.140131479991481012e-01,-1.398819438086438753e-19,1.532601704484694571e-01,-1.496114573003146930e-01,6.217415931285161235e-02,-5.852544616469640415e-02,0.000000000000000000e+00
-1.108849005461682267e-02,-1.002518928981486201e+00,9.905277571285115989e-01,1.108849005461687992e-02,4.866559949998512935e-01,-1.552627617698881801e+00,-5.048247040958662168e-01,-3.252264936390779230e-18,3.062646807640054814e-01,-2.977843424848386489e-01,1.246021841245388562e-01,-1.161218458453710661e-01,0.000000000000000000e+00
-1.658611984326982189e-02,-1.003756186085050350e+00,9.858262668263715334e-01,1.658611984326991209e-02,4.681124974823593909e-01,-1.542876731624422959e+00,-4.960320926528330454e-01,-3.535627123793055850e-18,4.590071074653668814e-01,-4.445270474526825666e-01,1.872770589692447918e-01,-1.727969989565593667e-01,0.000000000000000000e+00
-2.205272234436016221e-02,-1.004978666657415420e+00,9.811476577553410738e-01,2.205272234436029058e-02,4.495203016758558823e-01,-1.532682486254902221e+00,-4.876341422158501637e-01,-3.266279484273279871e-18,6.114812592175313810e-01,-5.898478060091982833e-01,2.501919782567379458e-01,-2.285585250484031550e-01,0.000000000000000000e+00
-2.748833624987693722e-02,-1.006186385155877661e+00,9.764917759802426156e-01,2.748833624987710722e-02,4.308783769729611635e-01,-1.522044819106746383e+00,-4.796298846611112832e-01,5.357474690316782831e-19,7.636811785230959160e-01,-7.337546834102035564e-01,3.133403505995810967e-01,-2.834138554866865167e-01,0.000000000000000000e+00
-3.289300128224736247e-02,-1.007379350110697347e+00,9.718584679911571600e-01,3.289300128224756370e-02,4.121852545378187349e-01,-1.510963001985392795e+00,-4.720185793473222757e-01,-3.280537416530625097e-18,9.156011440457607620e-01,-8.762555648838575850e-01,3.767158038897946981e-01,-3.373702247278883570e-01,0.000000000000000000e+00
-3.826675801777189301e-02,-1.008557563691267811e+00,9.672475805735296639e-01,3.826675801777217056e-02,3.934390339155452998e-01,-1.499435622735557860e+00,-4.647997379748837199e-01,-5.453585453531336560e-18,1.067235673663692985e+00,-1.017358142958868727e+00,4.403121912448790254e-01,-3.904346605400500492e-01,0.000000000000000000e+00
-4.360964769996182600e-02,-1.009721021218557224e+00,9.626589606659771148e-01,4.360964769996213825e-02,3.746373878803498925e-01,-1.487460564390441498e+00,-4.579731502848046198e-01,-7.263743996565658039e-18,1.218579528357828234e+00,-1.157069903407698774e+00,5.041235979542009193e-01,-4.426139730040659637e-01,0.000000000000000000e+00
-4.892171204093278408e-02,-1.010869710615774020e+00,9.580924552038911912e-01,4.892171204093311021e-02,3.557775653715669617e-01,-1.475034981405476620e+00,-4.515389107609866226e-01,7.621057811420540417e-17,1.369627717050250215e+00,-1.295398109589033675e+00,5.681443495711417935e-01,-4.939147421099187030e-01,0.000000000000000000e+00
