0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.236606241341196233e-02,-1.000000000000000000e+00,5.437865704891007290e-01
7.909891342200698445e-05,-2.775799506604978042e-17,2.318800793947477198e-19,-5.200305573023494138e-02,-9.928208142163345018e-01,5.418115986982600107e-01
1.443862073880175490e-04,8.326717979955881091e-17,3.712454232322865563e-19,-5.164304890535644649e-02,-9.856711682154728482e-01,5.398272338008254234e-01
1.950460717463604692e-04,1.943070678818558682e-16,7.155132318014931871e-20,-5.128604504237727069e-02,-9.785497036278880678e-01,5.378341583003543036e-01
2.302850603381707069e-04,1.387798071583362503e-16,7.336742696822899432e-19,-5.093204675776872442e-02,-9.714550738845831868e-01,5.358330410044757075e-01
2.493322351420090041e-04,2.784909989475851728e-17,-2.600403980932083700e-18,-5.058105653414308317e-02,-9.643859446614568842e-01,5.338245368789328316e-01
2.514393891799394714e-04,-5.548547030583703300e-17,-1.193712980309574456e-18,-5.023307709264872301e-02,-9.573409943512254383e-01,5.318092869243878917e-01
2.494775871504278431e-04,1.111263574167664806e-16,-6.884347058398767112e-19,-4.988811178529303780e-02,-9.503339793355033427e-01,5.297803035789349080e-01
2.475309624379575467e-04,1.388853786759671972e-16,-3.011638355959597775e-19,-4.954616372788931550e-02,-9.433691082444349840e-01,5.277356138227012883e-01
2.455993976327676864e-04,5.573273480308000094e-17,-3.462363840276648943e-18,-4.920723706562031563e-02,-9.364460899767008684e-01,5.256755563628620065e-01
2.436827762333752410e-04,4.279803417476708509e-15,-1.173523028626319628e-18,-4.887133782517894681e-02,-9.295646323307535930e-01,5.236004736120825065e-01
2.417809826394971752e-04,4.364340204611663693e-15,-1.345022270011325868e-18,-4.853847441663147744e-02,-9.227244411835967552e-01,5.215107118986344048e-01
2.398939021451705806e-04,4.254010799058880784e-15,1.270572728385524370e-18,-4.820865817877300480e-02,-9.159252195258438256e-01,5.194066217716473144e-01
2.380214209317581351e-04,4.116037061748221730e-15,3.450216704677314654e-18,-4.788190397867470721e-02,-9.091666663245031588e-01,5.172885584102794310e-01
2.361634260610508422e-04,4.089697579639480129e-15,5.811676619920995429e-19,-4.755823087904753610e-02,-9.024484751784430658e-01,5.151568821485004168e-01
2.343198054686830480e-04,3.979859997811217803e-15,6.972790463781105909e-19,-4.723766289081084840e-02,-8.957703327229358248e-01,5.130119591309539873e-01
2.324904479570132716e-04,4.064442340143357923e-15,3.029644114071099712e-18,-4.692022983291675720e-02,-8.891319167283545655e-01,5.108541621202911109e-01
2.306752431887401243e-04,3.983114968913999689e-15,-4.108623537841796991e-18,-4.660596832743153783e-02,-8.825328938230438958e-01,5.086838714827550678e-01
2.288740816800258931e-04,3.872717001585362809e-15,1.696240783257807823e-18,-4.629492296556151493e-02,-8.759729167503065295e-01,5.065014763871020786e-01
2.270868547940089457e-04,3.985916710967846041e-15,6.145816960698241204e-19,-4.598714769034973476e-02,-8.694516210424014790e-01,5.043073762628085266e-01
2.253134547343017163e-04,3.904531208313551999e-15,-4.607220661516569841e-18,-4.568270745501188529e-02,-8.629686209577983602e-01,5.021019825778009205e-01
2.235537745382668625e-04,3.878030539170399486e-15,-3.246058906388737917e-18,-4.538168023356511926e-02,-8.565235044776917661e-01,4.998857210149003638e-01
2.218077080709459237e-04,3.879039865818769031e-15,1.774037481982868118e-18,-4.508415948423252079e-02,-8.501158270882259727e-01,4.976590341514808835e-01
2.200751500181966189e-04,3.824346410896015596e-15,5.845844886943291300e-18,-4.479025719851448262e-02,-8.437451039773611328e-01,4.954223847809697268e-01
2.183559958806976695e-04,3.631414289176311272e-15,-4.065779779401875474e-19,-4.450010771333257759e-02,-8.374108001368796295e-01,4.931762600611200864e-01
2.166501419674677373e-04,3.605737170186908572e-15,-4.552503069655549263e-18,-4.421387252527708700e-02,-8.311123176605743623e-01,4.909211767372693713e-01
2.149574853896761204e-04,3.662801867113936539e-15,1.747195149709279924e-18,-4.393174643197245849e-02,-8.248489792380403474e-01,4.886576877757099480e-01
2.132779240544114912e-04,3.664780674416725950e-15,3.680778404728317253e-18,-4.365396544622029973e-02,-8.186200064099307117e-01,4.863863908618371590e-01
2.116113566586312351e-04,3.527355119664965135e-15,-8.214205917796729666e-19,-4.338081709831217297e-02,-8.124244904946804624e-01,4.841079393815830301e-01
2.099576826828746228e-04,3.611905567664385560e-15,2.502664564935186116e-18,-4.311265397991607268e-02,-8.062613530858760980e-01,4.818230567259921826e-01
2.083168023852262980e-04,3.698113981198857682e-15,2.879779117615135125e-18,-4.284991171191310233e-02,-8.001292914307228665e-01,4.795325550475695309e-01
2.066886167955842902e-04,3.563175595616416358e-15,-1.155998065233223130e-17,-4.259313295620111017e-02,-7.940267014517939925e-01,4.772373599428693658e-01
2.050730277091518199e-04,3.590967718176610800e-15,-1.739416356004426293e-18,-4.234299961963058218e-02,-7.879515670027037455e-01,4.749385428580803481e-01
2.034699376811216454e-04,3.538976294327486658e-15,-1.144891831289041182e-17,-4.210037586348458483e-02,-7.819012969875648311e-01,4.726373630163603345e-01
2.018792500204036550e-04,3.536866223821538158e-15,1.073272026844997249e-17,-4.186636433969626730e-02,-7.758724801825919171e-01,4.703353194142396165e-01
2.003008687837682235e-04,3.456251618522938231e-15,-4.330846970957901919e-18,-4.164237525155099068e-02,-7.698605075282982657e-01,4.680342081289874945e-01
1.987346987703782826e-04,3.345944653987804332e-15,-1.887797912836174653e-18,-4.143019612336185098e-02,-7.638589782152471752e-01,4.657361624791361843e-01
1.971806455156832844e-04,3.348384592359896480e-15,-5.883745941347591207e-19,-4.123200993385373048e-02,-7.578587552249325121e-01,4.634435985181796780e-01
1.956386152860623473e-04,3.238050551701466998e-15,-5.072355516561965442e-18,-4.105017966381804828e-02,-7.518464859022299107e-01,4.611588216116969674e-01
1.941085150729954234e-04,3.434138435304486615e-15,1.570927482109766957e-17,-4.088622124300025223e-02,-7.458024951616376574e-01,4.588825652567882774e-01
1.925902525873180566e-04,3.353308476107746025e-15,3.599811128513299952e-18,-4.073734568077157225e-02,-7.396988831437499856e-01,4.566095327000324056e-01
1.910837362537116024e-04,3.326393786085398955e-15,4.198171964500168731e-18,-4.058770595867487035e-02,-7.335027795214243973e-01,4.543178772744765337e-01
4.696594202209241763e-04,3.386235449077677643e-15,-2.452179377588560966e-18,-4.039963495384644998e-02,-7.276035343709994496e-01,4.518206611715372967e-01
1.003387260030021719e-03,3.108825123527315968e-15,-1.170829873087170363e-17,-4.014362235720383976e-02,-7.220255194997565740e-01,4.491014218675191128e-01
1.621630847683299412e-03,3.164366160876857239e-15,-6.726497029117262298e-18,-3.984523402069216347e-02,-7.165901922652179179e-01,4.462796784612225731e-01
2.212547254375324662e-03,3.303885989420646413e-15,6.562961176831514481e-18,-3.953649401299736549e-02,-7.111637978208225075e-01,4.434487803689708962e-01
2.745201105322447443e-03,3.249340184361366243e-15,4.298006675244991411e-18,-3.922767408639626224e-02,-7.057077170934215049e-01,4.406359034526242113e-01
3.213922884192163196e-03,3.334276729015793088e-15,1.078169015559905150e-17,-3.892080330898524398e-02,-7.002145854679642234e-01,4.378462079870116264e-01
3.617994405671543911e-03,3.339032524555729398e-15,-4.953261934097823239e-18,-3.861622527046421061e-02,-6.946832338955593045e-01,4.350804719136772136e-01
3.957564268012262777e-03,3.257893762173597643e-15,-1.509304143766875211e-17,-3.831398437693114833e-02,-6.891135833575637859e-01,4.323386962323794158e-01
4.232929137071240501e-03,3.090808906322098560e-15,-1.991118495657913790e-17,-3.801407344428341106e-02,-6.835057433236185753e-01,4.296207426233415450e-01
