0.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.235987755982988157e-01,-1.570796326794896558e+00,-5.235987755982988157e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.066810038044850882e-03,-1.002043604986058822e+00,9.941506105570137031e-01,7.066810038044883842e-03,5.001513128373562544e-01,-1.559532529889886998e+00,-5.114151097423658143e-01,-1.777997162851573710e-19,1.948021988660544046e-01,-1.901645260839126550e-01,7.902680037042630889e-02,-7.438912758828390703e-02,0.000000000000000000e+00
-1.408360516038095409e-02,-1.004057924529718537e+00,9.883345471440497798e-01,1.408360516038104429e-02,4.766150186507015496e-01,-1.547544237714995941e+00,-4.998671077306021671e-01,-3.208397582419303448e-19,3.891979785897209387e-01,-3.780108928659944301e-01,1.584665748983740963e-01,-1.472794891746461443e-01,0.000000000000000000e+00
-2.105043810842072843e-02,-1.006043072048131037e+00,9.825515652320634397e-01,2.105043810842088456e-02,4.529944033330297049e-01,-1.534833231183263536e+00,-4.889574989446627828e-01,1.485500381808943435e-18,5.831732217642823235e-01,-5.635560908581829231e-01,2.383043421156888220e-01,-2.186872112095865628e-01,0.000000000000000000e+00
-2.796736594687235927e-02,-1.007999146724903650e+00,9.768014200569927752e-01,2.796736594687256744e-02,4.292928771888407935e-01,-1.521400348737704356e+00,-4.786888552460331070e-01,1.524395595215292122e-18,7.767144504918611636e-01,-7.468167065764871326e-01,3.185256892345924573e-01,-2.886279453192145961e-01,0.000000000000000000e+00
-3.483444949153326892e-02,-1.009926232616792374e+00,9.710838662919109021e-01,3.483444949153353953e-02,4.055127483346905315e-01,-1.507245413002306300e+00,-4.690636621272809559e-01,3.133498365712635165e-18,9.698088249379368531e-01,-9.278088928153390702e-01,3.991167800766492468e-01,-3.571168479540470786e-01,0.000000000000000000e+00
-4.165175271718012107e-02,-1.011824397623930283e+00,9.653986576816788734e-01,4.165175271718044026e-02,3.816552195467660669e-01,-1.492367150600028669e+00,-4.600843957416340668e-01,2.933890210212261954e-15,1.162444144196996154e+00,-1.106548335526563287e+00,4.800643656389413372e-01,-4.241685569685031965e-01,0.000000000000000000e+00
-4.841934213900933592e-02,-1.013693692289906467e+00,9.597455466295754523e-01,4.841934213900968287e-02,3.577203833385927956e-01,-1.476763104213460576e+00,-4.517536059200288334e-01,2.929822282330585742e-15,1.354608850005511789e+00,-1.283050216410172251e+00,5.613557979408939635e-01,-4.897971643455475421e-01,0.000000000000000000e+00
-5.513728615945404782e-02,-1.015534148393574254e+00,9.541242837242558394e-01,5.513728615945443640e-02,3.337072143897610865e-01,-1.460429535755043862e+00,-4.440740054296138939e-01,2.922148320454297768e-15,1.546292033879205219e+00,-1.457329170194748835e+00,6.429790478626212780e-01,-5.540161841781572338e-01,0.000000000000000000e+00
-6.180565437034246656e-02,-1.017345777288861219e+00,9.485346171939310622e-01,6.180565437034286902e-02,3.096135583726278839e-01,-1.443361319268416265e+00,-4.370485658991083433e-01,2.941472007062282465e-15,1.737483448310446654e+00,-1.629399235424903614e+00,7.249227277750527332e-01,-6.168385148895016989e-01,0.000000000000000000e+00
